tmain,RadialPositions,ne,Ee,dne,dEe,nue,nH,EH,dnH,dEH,nuH,nH2,EH2,dnH2,dEH2,nuH2,nHi,EHi,dnHi,dEHi,nuHi,nH2i,EH2i,dnH2i,dEH2i,nuH2i,nH3i,EH3i,dnH3i,dEH3i,nuH3i,nHeI,EHeI,dnHeI,dEHeI,nuHeI,nHeII,EHeII,dnHeII,dEHeII,nuHeII,nHeIII,EHeIII,dnHeIII,dEHeIII,nuHeIII,nCI,xnCI,nCII,xnCII,nCIII,xnCIII,nCIV,xnCIV,nCV,xnCV,PRFe,PRFHi,PRFH2i,PRFH3i,PRFHeII,PRFHeIII,tnew
0.000000e+00,6.000000e+01,6.990008e+07,3.145504e+08,1.270084e-01,5.715378e-01,3.614726e+03,2.000000e+01,6.000000e+01,3.633998e-08,1.635299e-07,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,1.816999e-08,2.725499e-08,2.353985e+01,1.000000e+01,1.500000e+01,1.816999e-08,2.725499e-08,2.513411e+01,2.000000e+01,3.000000e+01,3.633998e-08,5.450998e-08,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990000e+07,1.048500e+08,1.270082e-01,1.905124e-01,3.763462e+03,2.000000e+01,3.000000e+01,3.633998e-08,5.450998e-08,1.418320e-01,1.109956e+09,-1.816999e-05,1.000000e+04,1.816999e-05,1.000000e-04,1.816999e-13,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.018667e+01,6.990008e+07,3.145504e+08,1.842753e-01,8.292387e-01,3.614726e+03,2.000000e+01,6.000000e+01,5.272534e-08,2.372640e-07,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,2.636267e-08,3.954400e-08,2.353985e+01,1.000000e+01,1.500000e+01,2.636267e-08,3.954400e-08,2.513411e+01,2.000000e+01,3.000000e+01,5.272534e-08,7.908801e-08,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990000e+07,1.048500e+08,1.842751e-01,2.764126e-01,3.763462e+03,2.000000e+01,3.000000e+01,5.272534e-08,7.908801e-08,1.418320e-01,1.109956e+09,-2.636267e-05,1.000000e+04,2.636267e-05,1.000000e-04,2.636267e-13,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.037333e+01,6.990008e+07,3.145504e+08,2.667605e-01,1.200422e+00,3.614726e+03,2.000000e+01,6.000000e+01,7.632624e-08,3.434681e-07,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,3.816312e-08,5.724468e-08,2.353985e+01,1.000000e+01,1.500000e+01,3.816312e-08,5.724468e-08,2.513411e+01,2.000000e+01,3.000000e+01,7.632624e-08,1.144894e-07,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990000e+07,1.048500e+08,2.667602e-01,4.001403e-01,3.763462e+03,2.000000e+01,3.000000e+01,7.632624e-08,1.144894e-07,1.418320e-01,1.109956e+09,-3.816312e-05,1.000000e+04,3.816312e-05,1.000000e-04,3.816312e-13,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.056000e+01,6.990008e+07,3.145504e+08,3.852970e-01,1.733836e+00,3.614726e+03,2.000000e+01,6.000000e+01,1.102422e-07,4.960900e-07,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,5.512111e-08,8.268166e-08,2.353985e+01,1.000000e+01,1.500000e+01,5.512111e-08,8.268166e-08,2.513411e+01,2.000000e+01,3.000000e+01,1.102422e-07,1.653633e-07,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990000e+07,1.048500e+08,3.852965e-01,5.779448e-01,3.763462e+03,2.000000e+01,3.000000e+01,1.102422e-07,1.653633e-07,1.418320e-01,1.109956e+09,-5.512111e-05,1.000000e+04,5.512111e-05,1.000000e-04,5.512111e-13,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.074667e+01,6.990008e+07,3.145504e+08,5.552507e-01,2.498628e+00,3.614726e+03,2.000000e+01,6.000000e+01,1.588698e-07,7.149142e-07,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,7.943492e-08,1.191524e-07,2.353985e+01,1.000000e+01,1.500000e+01,7.943492e-08,1.191524e-07,2.513411e+01,2.000000e+01,3.000000e+01,1.588698e-07,2.383047e-07,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990000e+07,1.048500e+08,5.552501e-01,8.328751e-01,3.763462e+03,2.000000e+01,3.000000e+01,1.588698e-07,2.383047e-07,1.418320e-01,1.109956e+09,-7.943492e-05,1.000000e+04,7.943492e-05,1.000000e-04,7.943492e-13,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.093333e+01,6.990008e+07,3.145504e+08,7.983657e-01,3.592646e+00,3.614726e+03,2.000000e+01,6.000000e+01,2.284306e-07,1.027938e-06,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,1.142153e-07,1.713229e-07,2.353985e+01,1.000000e+01,1.500000e+01,1.142153e-07,1.713229e-07,2.513411e+01,2.000000e+01,3.000000e+01,2.284306e-07,3.426458e-07,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990000e+07,1.048500e+08,7.983648e-01,1.197547e+00,3.763462e+03,2.000000e+01,3.000000e+01,2.284306e-07,3.426458e-07,1.418320e-01,1.109956e+09,-1.142153e-04,1.000000e+04,1.142153e-04,1.000000e-04,1.142153e-12,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.112000e+01,6.990008e+07,3.145504e+08,1.145338e+00,5.154022e+00,3.614726e+03,2.000000e+01,6.000000e+01,3.277073e-07,1.474683e-06,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,1.638536e-07,2.457804e-07,2.353985e+01,1.000000e+01,1.500000e+01,1.638536e-07,2.457804e-07,2.513411e+01,2.000000e+01,3.000000e+01,3.277073e-07,4.915609e-07,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990000e+07,1.048500e+08,1.145337e+00,1.718005e+00,3.763462e+03,2.000000e+01,3.000000e+01,3.277073e-07,4.915609e-07,1.418320e-01,1.109956e+09,-1.638536e-04,1.000000e+04,1.638536e-04,1.000000e-04,1.638536e-12,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.130667e+01,6.990008e+07,3.145504e+08,1.639398e+00,7.377292e+00,3.614726e+03,2.000000e+01,6.000000e+01,4.690690e-07,2.110811e-06,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,2.345345e-07,3.518018e-07,2.353985e+01,1.000000e+01,1.500000e+01,2.345345e-07,3.518018e-07,2.513411e+01,2.000000e+01,3.000000e+01,4.690690e-07,7.036036e-07,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990000e+07,1.048500e+08,1.639396e+00,2.459094e+00,3.763462e+03,2.000000e+01,3.000000e+01,4.690690e-07,7.036036e-07,1.418320e-01,1.109956e+09,-2.345345e-04,1.000000e+04,2.345345e-04,1.000000e-04,2.345345e-12,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.149333e+01,6.990008e+07,3.145504e+08,2.341283e+00,1.053577e+01,3.614726e+03,2.000000e+01,6.000000e+01,6.698941e-07,3.014524e-06,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,3.349471e-07,5.024206e-07,2.353985e+01,1.000000e+01,1.500000e+01,3.349471e-07,5.024206e-07,2.513411e+01,2.000000e+01,3.000000e+01,6.698941e-07,1.004841e-06,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990000e+07,1.048500e+08,2.341280e+00,3.511920e+00,3.763462e+03,2.000000e+01,3.000000e+01,6.698941e-07,1.004841e-06,1.418320e-01,1.109956e+09,-3.349471e-04,1.000000e+04,3.349471e-04,1.000000e-04,3.349471e-12,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.168000e+01,6.990008e+07,3.145504e+08,3.336120e+00,1.501254e+01,3.614726e+03,2.000000e+01,6.000000e+01,9.545398e-07,4.295429e-06,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,4.772699e-07,7.159049e-07,2.353985e+01,1.000000e+01,1.500000e+01,4.772699e-07,7.159049e-07,2.513411e+01,2.000000e+01,3.000000e+01,9.545398e-07,1.431810e-06,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990000e+07,1.048500e+08,3.336117e+00,5.004175e+00,3.763462e+03,2.000000e+01,3.000000e+01,9.545398e-07,1.431810e-06,1.418320e-01,1.109956e+09,-4.772699e-04,1.000000e+04,4.772699e-04,1.000000e-04,4.772699e-12,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.186667e+01,6.990008e+07,3.145504e+08,4.742943e+00,2.134324e+01,3.614726e+03,2.000000e+01,6.000000e+01,1.357064e-06,6.106786e-06,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,6.785318e-07,1.017798e-06,2.353985e+01,1.000000e+01,1.500000e+01,6.785318e-07,1.017798e-06,2.513411e+01,2.000000e+01,3.000000e+01,1.357064e-06,2.035595e-06,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990000e+07,1.048500e+08,4.742937e+00,7.114406e+00,3.763462e+03,2.000000e+01,3.000000e+01,1.357064e-06,2.035595e-06,1.418320e-01,1.109956e+09,-6.785318e-04,1.000000e+04,6.785318e-04,1.000000e-04,6.785318e-12,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.205333e+01,6.990008e+07,3.145504e+08,6.727785e+00,3.027503e+01,3.614726e+03,2.000000e+01,6.000000e+01,1.924972e-06,8.662374e-06,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,9.624860e-07,1.443729e-06,2.353985e+01,1.000000e+01,1.500000e+01,9.624860e-07,1.443729e-06,2.513411e+01,2.000000e+01,3.000000e+01,1.924972e-06,2.887458e-06,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990000e+07,1.048500e+08,6.727777e+00,1.009167e+01,3.763462e+03,2.000000e+01,3.000000e+01,1.924972e-06,2.887458e-06,1.418320e-01,1.109956e+09,-9.624860e-04,1.000000e+04,9.624860e-04,1.000000e-04,9.624860e-12,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.224000e+01,6.990009e+07,3.145504e+08,9.521693e+00,4.284762e+01,3.614726e+03,2.000000e+01,6.000000e+01,2.724373e-06,1.225968e-05,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,1.362186e-06,2.043279e-06,2.353985e+01,1.000000e+01,1.500000e+01,1.362186e-06,2.043279e-06,2.513411e+01,2.000000e+01,3.000000e+01,2.724373e-06,4.086559e-06,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990001e+07,1.048500e+08,9.521682e+00,1.428252e+01,3.763462e+03,2.000000e+01,3.000000e+01,2.724373e-06,4.086559e-06,1.418320e-01,1.109956e+09,-1.362186e-03,1.000000e+04,1.362186e-03,1.000000e-04,1.362186e-11,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.242667e+01,6.990009e+07,3.145504e+08,1.344541e+01,6.050432e+01,3.614726e+03,2.000000e+01,6.000001e+01,3.847036e-06,1.731166e-05,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,1.923518e-06,2.885277e-06,2.353985e+01,1.000000e+01,1.500000e+01,1.923518e-06,2.885277e-06,2.513411e+01,2.000000e+01,3.000000e+01,3.847036e-06,5.770554e-06,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990001e+07,1.048500e+08,1.344539e+01,2.016809e+01,3.763462e+03,2.000000e+01,3.000000e+01,3.847036e-06,5.770554e-06,1.418320e-01,1.109956e+09,-1.923518e-03,1.000000e+04,1.923518e-03,1.000000e-04,1.923518e-11,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.261333e+01,6.990009e+07,3.145504e+08,1.894310e+01,8.524395e+01,3.614726e+03,2.000000e+01,6.000001e+01,5.420051e-06,2.439023e-05,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,2.710025e-06,4.065038e-06,2.353985e+01,1.000000e+01,1.500000e+01,2.710025e-06,4.065038e-06,2.513411e+01,2.000000e+01,3.000000e+01,5.420051e-06,8.130076e-06,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990001e+07,1.048500e+08,1.894308e+01,2.841462e+01,3.763462e+03,2.000000e+01,3.000000e+01,5.420051e-06,8.130076e-06,1.418320e-01,1.109956e+09,-2.710026e-03,1.000000e+04,2.710025e-03,1.000000e-04,2.710025e-11,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.280000e+01,6.990009e+07,3.145504e+08,2.662842e+01,1.198279e+02,3.614726e+03,2.000000e+01,6.000001e+01,7.618995e-06,3.428548e-05,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,3.809498e-06,5.714247e-06,2.353985e+01,1.000000e+01,1.500000e+01,3.809498e-06,5.714247e-06,2.513412e+01,2.000000e+01,3.000001e+01,7.618995e-06,1.142849e-05,2.442406e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990001e+07,1.048500e+08,2.662839e+01,3.994258e+01,3.763462e+03,2.000000e+01,3.000001e+01,7.618995e-06,1.142849e-05,1.418320e-01,1.109956e+09,-3.809498e-03,1.000000e+04,3.809498e-03,1.000000e-04,3.809498e-11,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.298667e+01,6.990010e+07,3.145505e+08,3.734708e+01,1.680619e+02,3.614726e+03,2.000001e+01,6.000002e+01,1.068585e-05,4.808632e-05,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500000e+01,5.342924e-06,8.014386e-06,2.353985e+01,1.000000e+01,1.500000e+01,5.342924e-06,8.014386e-06,2.513412e+01,2.000001e+01,3.000001e+01,1.068585e-05,1.602877e-05,2.442407e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990002e+07,1.048500e+08,3.734704e+01,5.602056e+01,3.763462e+03,2.000001e+01,3.000001e+01,1.068585e-05,1.602877e-05,1.418320e-01,1.109956e+09,-5.342924e-03,1.000000e+04,5.342924e-03,1.000000e-04,5.342924e-11,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497922e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.317333e+01,6.990011e+07,3.145505e+08,5.226184e+01,2.351783e+02,3.614726e+03,2.000001e+01,6.000002e+01,1.495330e-05,6.728985e-05,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000000e+01,1.500001e+01,7.476650e-06,1.121498e-05,2.353986e+01,1.000000e+01,1.500001e+01,7.476650e-06,1.121498e-05,2.513412e+01,2.000001e+01,3.000001e+01,1.495330e-05,2.242995e-05,2.442407e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990003e+07,1.048500e+08,5.226178e+01,7.839268e+01,3.763462e+03,2.000001e+01,3.000001e+01,1.495330e-05,2.242995e-05,1.418320e-01,1.109956e+09,-7.476650e-03,1.000000e+04,7.476650e-03,1.000000e-04,7.476650e-11,1.000000e-04,0.000000e+00,1.000000e-04,0.000000e+00,1.497923e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.336000e+01,6.990012e+07,3.145505e+08,7.296747e+01,3.283536e+02,3.614726e+03,2.000001e+01,6.000003e+01,2.087765e-05,9.394942e-05,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000001e+01,1.500001e+01,1.043882e-05,1.565824e-05,2.353986e+01,1.000001e+01,1.500001e+01,1.043882e-05,1.565824e-05,2.513412e+01,2.000001e+01,3.000002e+01,2.087765e-05,3.131647e-05,2.442407e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990004e+07,1.048501e+08,7.296738e+01,1.094511e+02,3.763462e+03,2.000001e+01,3.000002e+01,2.087765e-05,3.131647e-05,1.418320e-01,1.109956e+09,-1.043882e-02,1.000001e+04,1.043882e-02,1.000001e-04,1.043882e-10,1.000001e-04,0.000000e+00,1.000001e-04,0.000000e+00,1.497923e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.354667e+01,6.990014e+07,3.145506e+08,1.016459e+02,4.574068e+02,3.614726e+03,2.000002e+01,6.000005e+01,2.908321e-05,1.308745e-04,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000001e+01,1.500001e+01,1.454161e-05,2.181241e-05,2.353987e+01,1.000001e+01,1.500001e+01,1.454161e-05,2.181241e-05,2.513413e+01,2.000002e+01,3.000002e+01,2.908321e-05,4.362482e-05,2.442408e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990006e+07,1.048501e+08,1.016458e+02,1.524687e+02,3.763462e+03,2.000002e+01,3.000002e+01,2.908321e-05,4.362482e-05,1.418321e-01,1.109956e+09,-1.454161e-02,1.000001e+04,1.454161e-02,1.000001e-04,1.454161e-10,1.000001e-04,0.000000e+00,1.000001e-04,0.000000e+00,1.497923e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.373333e+01,6.990016e+07,3.145507e+08,1.412755e+02,6.357398e+02,3.614726e+03,2.000002e+01,6.000007e+01,4.042213e-05,1.818996e-04,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000001e+01,1.500002e+01,2.021107e-05,3.031660e-05,2.353987e+01,1.000001e+01,1.500002e+01,2.021107e-05,3.031660e-05,2.513414e+01,2.000002e+01,3.000003e+01,4.042213e-05,6.063320e-05,2.442409e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990008e+07,1.048501e+08,1.412753e+02,2.119130e+02,3.763463e+03,2.000002e+01,3.000003e+01,4.042213e-05,6.063320e-05,1.418321e-01,1.109956e+09,-2.021107e-02,1.000001e+04,2.021107e-02,1.000001e-04,2.021107e-10,1.000001e-04,0.000000e+00,1.000001e-04,0.000000e+00,1.497924e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.392000e+01,6.990019e+07,3.145509e+08,1.959113e+02,8.816008e+02,3.614726e+03,2.000003e+01,6.000009e+01,5.605467e-05,2.522460e-04,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000002e+01,1.500002e+01,2.802733e-05,4.204100e-05,2.353988e+01,1.000002e+01,1.500002e+01,2.802733e-05,4.204100e-05,2.513415e+01,2.000003e+01,3.000005e+01,5.605467e-05,8.408200e-05,2.442410e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990011e+07,1.048502e+08,1.959111e+02,2.938666e+02,3.763463e+03,2.000003e+01,3.000005e+01,5.605467e-05,8.408200e-05,1.418321e-01,1.109956e+09,-2.802733e-02,1.000002e+04,2.802733e-02,1.000002e-04,2.802733e-10,1.000002e-04,0.000000e+00,1.000002e-04,0.000000e+00,1.497924e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.410667e+01,6.990023e+07,3.145510e+08,2.710613e+02,1.219776e+03,3.614726e+03,2.000004e+01,6.000013e+01,7.755679e-05,3.490056e-04,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000002e+01,1.500003e+01,3.877840e-05,5.816760e-05,2.353990e+01,1.000002e+01,1.500003e+01,3.877840e-05,5.816760e-05,2.513416e+01,2.000004e+01,3.000007e+01,7.755679e-05,1.163352e-04,2.442411e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990015e+07,1.048502e+08,2.710610e+02,4.065915e+02,3.763463e+03,2.000004e+01,3.000007e+01,7.755679e-05,1.163352e-04,1.418322e-01,1.109956e+09,-3.877840e-02,1.000002e+04,3.877840e-02,1.000002e-04,3.877840e-10,1.000002e-04,0.000000e+00,1.000002e-04,0.000000e+00,1.497925e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.429333e+01,6.990029e+07,3.145513e+08,3.741888e+02,1.683850e+03,3.614726e+03,2.000006e+01,6.000018e+01,1.070639e-04,4.817877e-04,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000003e+01,1.500005e+01,5.353196e-05,8.029794e-05,2.353992e+01,1.000003e+01,1.500005e+01,5.353196e-05,8.029794e-05,2.513418e+01,2.000006e+01,3.000009e+01,1.070639e-04,1.605959e-04,2.442413e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554643e+01,6.990021e+07,1.048503e+08,3.741884e+02,5.612826e+02,3.763463e+03,2.000006e+01,3.000009e+01,1.070639e-04,1.605959e-04,1.418323e-01,1.109956e+09,-5.353196e-02,1.000003e+04,5.353196e-02,1.000003e-04,5.353196e-10,1.000003e-04,0.000000e+00,1.000003e-04,0.000000e+00,1.497927e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.448000e+01,6.990038e+07,3.145517e+08,5.153818e+02,2.319218e+03,3.614726e+03,2.000008e+01,6.000025e+01,1.474624e-04,6.635810e-04,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000004e+01,1.500006e+01,7.373122e-05,1.105968e-04,2.353994e+01,1.000004e+01,1.500006e+01,7.373122e-05,1.105968e-04,2.513421e+01,2.000008e+01,3.000013e+01,1.474624e-04,2.211937e-04,2.442416e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554644e+01,6.990030e+07,1.048504e+08,5.153813e+02,7.730719e+02,3.763464e+03,2.000008e+01,3.000013e+01,1.474624e-04,2.211937e-04,1.418324e-01,1.109956e+09,-7.373122e-02,1.000004e+04,7.373122e-02,1.000004e-04,7.373122e-10,1.000004e-04,0.000000e+00,1.000004e-04,0.000000e+00,1.497928e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
0.000000e+00,6.466667e+01,6.990049e+07,3.145522e+08,7.082427e+02,3.187092e+03,3.614726e+03,2.000012e+01,6.000035e+01,2.026443e-04,9.118994e-04,7.342560e+03,2.630709e+10,1.020846e+09,0.000000e+00,0.000000e+00,4.794074e+02,1.000006e+01,1.500009e+01,1.013222e-04,1.519832e-04,2.353998e+01,1.000006e+01,1.500009e+01,1.013222e-04,1.519832e-04,2.513425e+01,2.000012e+01,3.000018e+01,2.026443e-04,3.039665e-04,2.442420e+01,1.083659e+12,4.205138e+10,0.000000e+00,0.000000e+00,1.554644e+01,6.990041e+07,1.048506e+08,7.082419e+02,1.062363e+03,3.763464e+03,2.000012e+01,3.000018e+01,2.026443e-04,3.039665e-04,1.418325e-01,1.109956e+09,-1.013222e-01,1.000006e+04,1.013222e-01,1.000006e-04,1.013222e-09,1.000006e-04,0.000000e+00,1.000006e-04,0.000000e+00,1.497931e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e-11
